Serial number: 553132313031082E13,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,
,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber
1457999,1710778257, 2024/3/18 16:10:57,52.13,29.64,651.56,2657.81,4194.34,36,34.87,2579,728
1459998,1710778259, 2024/3/18 16:10:59,52.13,29.64,652.13,2658.19,4194.34,36,34.87,2579,729
1461999,1710778261, 2024/3/18 16:11:1,52.15,29.65,652.13,2658,4194.34,36,34.87,2579,730
1463999,1710778263, 2024/3/18 16:11:3,52.1,29.64,652.88,2658.75,4179.69,35.93,34.92,2584,731
1465999,1710778265, 2024/3/18 16:11:5,52.15,29.67,653.44,2658.94,4179.69,35.93,34.92,2584,732
1467999,1710778267, 2024/3/18 16:11:7,52.11,29.67,653.81,2658.75,4184.57,35.93,34.92,2584,733
1469999,1710778269, 2024/3/18 16:11:9,52.1,29.67,654,2658.94,4179.69,35.93,34.92,2584,734
1472000,1710778271, 2024/3/18 16:11:11,52.1,29.67,654.19,2658.94,4179.69,35.93,34.92,2584,735
1473998,1710778273, 2024/3/18 16:11:13,52.07,29.68,654.56,2658.94,4179.69,35.93,34.92,2584,736
1475999,1710778275, 2024/3/18 16:11:15,52.1,29.66,654.75,2659.31,4091.8,35.93,34.92,2584,737
1477999,1710778277, 2024/3/18 16:11:17,52.09,29.67,654.56,2658.37,4194.34,35.93,34.92,2584,738
1480000,1710778279, 2024/3/18 16:11:19,52.05,29.68,654.94,2658.75,4194.34,35.93,34.92,2584,739
1481999,1710778281, 2024/3/18 16:11:21,52.07,29.69,655.13,2658.75,4194.34,35.93,34.92,2584,740
1483999,1710778283, 2024/3/18 16:11:23,52.06,29.69,656.06,2659.31,4179.69,35.84,34.96,2583,741
1486000,1710778285, 2024/3/18 16:11:25,52.05,29.69,656.25,2659.12,4184.57,35.84,34.96,2583,742
1488000,1710778287, 2024/3/18 16:11:27,52.03,29.68,656.44,2659.5,4179.69,35.84,34.96,2583,743
1489999,1710778289, 2024/3/18 16:11:29,52.07,29.69,656.81,2659.31,4179.69,35.84,34.96,2583,744
1491999,1710778291, 2024/3/18 16:11:31,52.02,29.7,657.19,2659.31,4179.69,35.84,34.96,2583,745
1493999,1710778293, 2024/3/18 16:11:33,51.99,29.7,657.38,2659.5,4091.8,35.84,34.96,2583,746
1495999,1710778295, 2024/3/18 16:11:35,52.04,29.72,657.56,2659.69,4091.8,35.84,34.96,2583,747
1498000,1710778297, 2024/3/18 16:11:37,52.03,29.71,657.38,2659.31,4194.34,35.84,34.96,2583,748
1499999,1710778299, 2024/3/18 16:11:39,52.01,29.71,657.56,2659.12,4194.34,35.84,34.96,2583,749
1501999,1710778301, 2024/3/18 16:11:41,51.99,29.71,658.13,2658.94,4194.34,35.84,34.96,2583,750
1503998,1710778303, 2024/3/18 16:11:43,51.99,29.72,658.69,2659.87,4179.69,35.76,35,2583,751
1505999,1710778305, 2024/3/18 16:11:45,52.02,29.72,659.25,2660.06,4184.57,35.76,35,2583,752
1507999,1710778307, 2024/3/18 16:11:47,52,29.72,659.44,2660.06,4184.57,35.76,35,2583,753
1510000,1710778309, 2024/3/18 16:11:49,52.03,29.72,659.63,2660.06,4184.57,35.76,35,2583,754
1511999,1710778311, 2024/3/18 16:11:51,51.99,29.73,660,2660.25,4179.69,35.76,35,2583,755
1513999,1710778313, 2024/3/18 16:11:53,52,29.73,660.38,2660.06,4179.69,35.76,35,2583,756
1515999,1710778315, 2024/3/18 16:11:55,51.99,29.74,660.75,2660.06,4179.69,35.76,35,2583,757
1517999,1710778317, 2024/3/18 16:11:57,51.98,29.76,660.56,2659.5,4194.34,35.76,35,2583,758
1520000,1710778319, 2024/3/18 16:11:59,52,29.76,660.75,2659.69,4194.34,35.76,35,2583,759
1521998,1710778321, 2024/3/18 16:12:1,51.96,29.75,660.94,2659.69,4194.34,35.76,35,2583,760
1523998,1710778323, 2024/3/18 16:12:3,51.97,29.73,661.69,2660.25,4179.69,35.68,35.05,2589,761
1525999,1710778325, 2024/3/18 16:12:5,51.98,29.75,662.25,2660.44,4179.69,35.68,35.05,2589,762
1528000,1710778327, 2024/3/18 16:12:7,51.95,29.75,662.44,2660.44,4179.69,35.68,35.05,2589,763
1529999,1710778329, 2024/3/18 16:12:9,51.96,29.76,662.63,2660.25,4179.69,35.68,35.05,2589,764
1531999,1710778331, 2024/3/18 16:12:11,51.94,29.78,663,2660.44,4184.57,35.68,35.05,2589,765
1533999,1710778333, 2024/3/18 16:12:13,51.93,29.77,663.38,2660.44,4179.69,35.68,35.05,2589,766
1536000,1710778335, 2024/3/18 16:12:15,51.93,29.79,663.75,2660.81,4091.8,35.68,35.05,2589,767
1537999,1710778337, 2024/3/18 16:12:17,51.92,29.75,663.38,2660.25,4194.34,35.68,35.05,2589,768
1540000,1710778339, 2024/3/18 16:12:19,51.93,29.79,663.75,2660.25,4194.34,35.68,35.05,2589,769
1541999,1710778341, 2024/3/18 16:12:21,51.95,29.77,663.94,2660.25,4194.34,35.68,35.05,2589,770
1544000,1710778343, 2024/3/18 16:12:23,51.92,29.79,665.06,2660.81,4179.69,35.61,35.07,2587,771
1545999,1710778345, 2024/3/18 16:12:25,51.9,29.78,665.25,2661.19,4179.69,35.61,35.07,2587,772
1547999,1710778347, 2024/3/18 16:12:27,51.93,29.8,665.63,2661,4179.69,35.61,35.07,2587,773
1549999,1710778349, 2024/3/18 16:12:29,51.91,29.78,665.81,2661,4179.69,35.61,35.07,2587,774
1552000,1710778351, 2024/3/18 16:12:31,51.91,29.78,666.19,2661,4179.69,35.61,35.07,2587,775
1553999,1710778353, 2024/3/18 16:12:33,51.88,29.8,666.38,2661.19,4179.69,35.61,35.07,2587,776
1555999,1710778355, 2024/3/18 16:12:35,51.86,29.83,666.75,2661.19,4091.8,35.61,35.07,2587,777
1557999,1710778357, 2024/3/18 16:12:37,51.85,29.81,666.38,2660.81,4194.34,35.61,35.07,2587,778
1559999,1710778359, 2024/3/18 16:12:39,51.9,29.81,666.94,2661,4194.34,35.61,35.07,2587,779
1561999,1710778361, 2024/3/18 16:12:41,51.85,29.81,667.31,2660.62,4194.34,35.61,35.07,2587,780
1564000,1710778363, 2024/3/18 16:12:43,51.88,29.81,668.06,2661.19,4179.69,35.54,35.12,2585,781
1565999,1710778365, 2024/3/18 16:12:45,51.86,29.82,668.44,2661.37,4179.69,35.54,35.12,2585,782
1568000,1710778367, 2024/3/18 16:12:47,51.82,29.82,668.63,2661.56,4179.69,35.54,35.12,2585,783
1569998,1710778369, 2024/3/18 16:12:49,51.86,29.83,669,2661.56,4179.69,35.54,35.12,2585,784
1571999,1710778371, 2024/3/18 16:12:51,51.85,29.83,669.19,2661.37,4179.69,35.54,35.12,2585,785
1573999,1710778373, 2024/3/18 16:12:53,51.82,29.84,669.56,2661.56,4184.57,35.54,35.12,2585,786
1575999,1710778375, 2024/3/18 16:12:55,51.82,29.84,669.94,2661.56,4091.8,35.54,35.12,2585,787
1577999,1710778377, 2024/3/18 16:12:57,51.83,29.83,669.56,2661,4194.34,35.54,35.12,2585,788
1579999,1710778379, 2024/3/18 16:12:59,51.81,29.85,670.13,2661,4194.34,35.54,35.12,2585,789
1581999,1710778381, 2024/3/18 16:13:1,51.84,29.85,670.31,2661.19,4194.34,35.54,35.12,2585,790
1584000,1710778383, 2024/3/18 16:13:3,51.82,29.83,671.25,2661.75,4179.69,35.48,35.15,2582,791
1585998,1710778385, 2024/3/18 16:13:5,51.8,29.85,671.44,2661.94,4179.69,35.48,35.15,2582,792
1588000,1710778387, 2024/3/18 16:13:7,51.81,29.86,671.81,2661.94,4179.69,35.48,35.15,2582,793
1589999,1710778389, 2024/3/18 16:13:9,51.8,29.86,672.19,2661.75,4184.57,35.48,35.15,2582,794
1591999,1710778391, 2024/3/18 16:13:11,51.79,29.85,672.38,2661.94,4179.69,35.48,35.15,2582,795
1593999,1710778393, 2024/3/18 16:13:13,51.8,29.88,672.94,2661.94,4179.69,35.48,35.15,2582,796
1595999,1710778395, 2024/3/18 16:13:15,51.78,29.85,673.13,2661.94,4179.69,35.48,35.15,2582,797
1597999,1710778397, 2024/3/18 16:13:17,51.8,29.87,672.75,2661.75,4194.34,35.48,35.15,2582,798
1599998,1710778399, 2024/3/18 16:13:19,51.79,29.88,673.13,2661.75,4194.34,35.48,35.15,2582,799
1601999,1710778401, 2024/3/18 16:13:21,51.82,29.88,673.5,2661.56,4194.34,35.48,35.15,2582,800
1603999,1710778403, 2024/3/18 16:13:23,51.77,29.87,674.25,2662.31,4179.69,35.41,35.18,2588,801
1605999,1710778405, 2024/3/18 16:13:25,51.78,29.88,674.81,2662.31,4179.69,35.41,35.18,2588,802
1607999,1710778407, 2024/3/18 16:13:27,51.78,29.87,675,2662.31,4179.69,35.41,35.18,2588,803
1610000,1710778409, 2024/3/18 16:13:29,51.74,29.89,675.19,2662.5,4179.69,35.41,35.18,2588,804
1612000,1710778411, 2024/3/18 16:13:31,51.75,29.88,675.56,2662.5,4179.69,35.41,35.18,2588,805
1613999,1710778413, 2024/3/18 16:13:33,51.76,29.91,675.94,2662.5,4179.69,35.41,35.18,2588,806
1615998,1710778415, 2024/3/18 16:13:35,51.77,29.9,676.13,2662.31,4179.69,35.41,35.18,2588,807
1617998,1710778417, 2024/3/18 16:13:37,51.72,29.87,675.94,2661.94,4194.34,35.41,35.18,2588,808
1619999,1710778419, 2024/3/18 16:13:39,51.75,29.89,676.31,2661.94,4194.34,35.41,35.18,2588,809
1621999,1710778421, 2024/3/18 16:13:41,51.78,29.92,676.5,2662.31,4194.34,35.41,35.18,2588,810
1624000,1710778423, 2024/3/18 16:13:43,51.74,29.9,677.44,2662.5,4179.69,35.35,35.22,2589,811
1625999,1710778425, 2024/3/18 16:13:45,51.75,29.89,677.81,2662.69,4179.69,35.35,35.22,2589,812
1627999,1710778427, 2024/3/18 16:13:47,51.76,29.91,678,2662.5,4184.57,35.35,35.22,2589,813
1629999,1710778429, 2024/3/18 16:13:49,51.72,29.92,678.38,2662.87,4179.69,35.35,35.22,2589,814
1632000,1710778431, 2024/3/18 16:13:51,51.74,29.91,678.75,2662.69,4179.69,35.35,35.22,2589,815
1633999,1710778433, 2024/3/18 16:13:53,51.75,29.93,678.94,2662.87,4179.69,35.35,35.22,2589,816
1635999,1710778435, 2024/3/18 16:13:55,51.72,29.92,679.13,2662.87,4179.69,35.35,35.22,2589,817
1637999,1710778437, 2024/3/18 16:13:57,51.74,29.95,679.13,2662.12,4194.34,35.35,35.22,2589,818
1640000,1710778439, 2024/3/18 16:13:59,51.71,29.93,679.5,2662.5,4194.34,35.35,35.22,2589,819
1641999,1710778441, 2024/3/18 16:14:1,51.69,29.94,679.69,2662.31,4194.34,35.35,35.22,2589,820
1644000,1710778443, 2024/3/18 16:14:3,51.7,29.94,680.63,2663.25,4179.69,35.29,35.25,2587,821
1645999,1710778445, 2024/3/18 16:14:5,51.72,29.94,680.81,2663.06,4179.69,35.29,35.25,2587,822
1647998,1710778447, 2024/3/18 16:14:7,51.72,29.95,681,2663.25,4179.69,35.29,35.25,2587,823
1649999,1710778449, 2024/3/18 16:14:9,51.69,29.94,681.56,2663.25,4179.69,35.29,35.25,2587,824
1651999,1710778451, 2024/3/18 16:14:11,51.69,29.96,681.75,2663.25,4179.69,35.29,35.25,2587,825
1653999,1710778453, 2024/3/18 16:14:13,51.7,29.96,682.13,2663.44,4179.69,35.29,35.25,2587,826
1655999,1710778455, 2024/3/18 16:14:15,51.67,29.97,682.31,2663.25,4091.8,35.29,35.25,2587,827
1658000,1710778457, 2024/3/18 16:14:17,51.65,29.97,682.13,2662.69,4194.34,35.29,35.25,2587,828
1660000,1710778459, 2024/3/18 16:14:19,51.67,29.98,682.31,2662.69,4194.34,35.29,35.25,2587,829
1661999,1710778461, 2024/3/18 16:14:21,51.7,29.97,682.69,2662.69,4194.34,35.29,35.25,2587,830
1663998,1710778463, 2024/3/18 16:14:23,51.67,29.98,683.63,2663.62,4179.69,35.23,35.3,2595,831
1665998,1710778465, 2024/3/18 16:14:25,51.68,29.97,683.81,2663.81,4179.69,35.23,35.3,2595,832
1667999,1710778467, 2024/3/18 16:14:27,51.66,29.97,684.19,2663.44,4179.69,35.23,35.3,2595,833
1669999,1710778469, 2024/3/18 16:14:29,51.65,29.96,684.56,2663.81,4179.69,35.23,35.3,2595,834
1672000,1710778471, 2024/3/18 16:14:31,51.65,29.98,684.94,2663.62,4179.69,35.23,35.3,2595,835
1673999,1710778473, 2024/3/18 16:14:33,51.67,30,685.13,2663.81,4179.69,35.23,35.3,2595,836
1676000,1710778475, 2024/3/18 16:14:35,51.62,29.98,685.31,2664,4179.69,35.23,35.3,2595,837
1677999,1710778477, 2024/3/18 16:14:37,51.63,29.98,685.13,2663.25,4194.34,35.23,35.3,2595,838
1680000,1710778479, 2024/3/18 16:14:39,51.63,29.99,685.5,2663.44,4194.34,35.23,35.3,2595,839
1681999,1710778481, 2024/3/18 16:14:41,51.68,30,685.88,2663.44,4194.34,35.23,35.3,2595,840
1683998,1710778483, 2024/3/18 16:14:43,51.68,29.98,686.63,2663.81,4179.69,35.16,35.33,2590,841
1685999,1710778485, 2024/3/18 16:14:45,51.63,29.99,686.81,2663.81,4179.69,35.16,35.33,2590,842
1687999,1710778487, 2024/3/18 16:14:47,51.6,30,687.38,2664,4184.57,35.16,35.33,2590,843
1689999,1710778489, 2024/3/18 16:14:49,51.62,30.02,687.75,2664.19,4179.69,35.16,35.33,2590,844
1691999,1710778491, 2024/3/18 16:14:51,51.61,29.99,687.94,2664.19,4179.69,35.16,35.33,2590,845
1694000,1710778493, 2024/3/18 16:14:53,51.62,30.02,688.13,2664.37,4179.69,35.16,35.33,2590,846
1695998,1710778495, 2024/3/18 16:14:55,51.6,30.01,688.5,2664,4179.69,35.16,35.33,2590,847
1697999,1710778497, 2024/3/18 16:14:57,51.6,30,688.13,2663.81,4194.34,35.16,35.33,2590,848
1699999,1710778499, 2024/3/18 16:14:59,51.59,30.03,688.5,2663.62,4194.34,35.16,35.33,2590,849
1702000,1710778501, 2024/3/18 16:15:1,51.59,30.02,688.69,2663.81,4194.34,35.16,35.33,2590,850
1703999,1710778503, 2024/3/18 16:15:3,51.61,30.01,689.81,2664.37,4179.69,35.12,35.36,2590,851
1705999,1710778505, 2024/3/18 16:15:5,51.6,30.03,690,2664.37,4179.69,35.12,35.36,2590,852
1707999,1710778507, 2024/3/18 16:15:7,51.58,30.02,690.38,2664.37,4179.69,35.12,35.36,2590,853
1709999,1710778509, 2024/3/18 16:15:9,51.61,30.04,690.56,2664.56,4179.69,35.12,35.36,2590,854
1711998,1710778511, 2024/3/18 16:15:11,51.61,30.01,690.94,2664.75,4179.69,35.12,35.36,2590,855
1713998,1710778513, 2024/3/18 16:15:13,51.6,30.05,691.13,2664.75,4179.69,35.12,35.36,2590,856
1715999,1710778515, 2024/3/18 16:15:15,51.57,30.05,691.5,2664.56,4184.57,35.12,35.36,2590,857
1717999,1710778517, 2024/3/18 16:15:17,51.6,30.07,691.31,2664.19,4194.34,35.12,35.36,2590,858
1719999,1710778520, 2024/3/18 16:15:20,51.59,30.04,691.5,2664,4194.34,35.12,35.36,2590,859
1721999,1710778522, 2024/3/18 16:15:22,51.58,30.06,691.88,2664.37,4194.34,35.12,35.36,2590,860
1724000,1710778524, 2024/3/18 16:15:24,51.58,30.05,692.81,2664.75,4179.69,35.06,35.38,2597,861
1726000,1710778526, 2024/3/18 16:15:26,51.57,30.06,693,2664.94,4179.69,35.06,35.38,2597,862
1727998,1710778528, 2024/3/18 16:15:28,51.56,30.07,693.19,2664.75,4179.69,35.06,35.38,2597,863
1729999,1710778530, 2024/3/18 16:15:30,51.55,30.05,693.56,2664.94,4179.69,35.06,35.38,2597,864
1731999,1710778532, 2024/3/18 16:15:32,51.59,30.06,693.94,2664.94,4179.69,35.06,35.38,2597,865
1733999,1710778534, 2024/3/18 16:15:34,51.58,30.08,694.13,2664.94,4179.69,35.06,35.38,2597,866
1735999,1710778536, 2024/3/18 16:15:36,51.54,30.06,694.5,2664.75,4179.69,35.06,35.38,2597,867
1737999,1710778538, 2024/3/18 16:15:38,51.54,30.08,694.31,2664.56,4194.34,35.06,35.38,2597,868
1739999,1710778540, 2024/3/18 16:15:40,51.53,30.09,694.5,2664.75,4194.34,35.06,35.38,2597,869
1741999,1710778542, 2024/3/18 16:15:42,51.54,30.08,694.88,2664.56,4194.34,35.06,35.38,2597,870
1743998,1710778544, 2024/3/18 16:15:44,51.48,30.08,695.44,2665.31,4179.69,35.01,35.41,2592,871
1745999,1710778546, 2024/3/18 16:15:46,51.53,30.1,696,2665.31,4179.69,35.01,35.41,2592,872
1747998,1710778548, 2024/3/18 16:15:48,51.5,30.1,696.19,2665.13,4179.69,35.01,35.41,2592,873
1749999,1710778550, 2024/3/18 16:15:50,51.54,30.1,696.56,2665.31,4179.69,35.01,35.41,2592,874
1751999,1710778552, 2024/3/18 16:15:52,51.54,30.09,696.75,2665.5,4179.69,35.01,35.41,2592,875
1753999,1710778554, 2024/3/18 16:15:54,51.53,30.1,696.94,2665.31,4179.69,35.01,35.41,2592,876
1755999,1710778556, 2024/3/18 16:15:56,51.49,30.08,697.31,2665.69,4091.8,35.01,35.41,2592,877
1758000,1710778558, 2024/3/18 16:15:58,51.51,30.11,697.13,2664.94,4194.34,35.01,35.41,2592,878
1760000,1710778560, 2024/3/18 16:16:0,51.5,30.11,697.31,2665.13,4194.34,35.01,35.41,2592,879
1761999,1710778562, 2024/3/18 16:16:2,51.49,30.11,697.5,2664.75,4194.34,35.01,35.41,2592,880
1763998,1710778564, 2024/3/18 16:16:4,51.52,30.14,698.44,2665.31,4179.69,34.96,35.45,2594,881
1765999,1710778566, 2024/3/18 16:16:6,51.49,30.12,698.63,2665.69,4179.69,34.96,35.45,2594,882
1767999,1710778568, 2024/3/18 16:16:8,51.49,30.11,699,2665.69,4179.69,34.96,35.45,2594,883
1769999,1710778570, 2024/3/18 16:16:10,51.49,30.13,699.19,2665.5,4179.69,34.96,35.45,2594,884
1771999,1710778572, 2024/3/18 16:16:12,51.49,30.12,699.56,2665.87,4179.69,34.96,35.45,2594,885
1773999,1710778574, 2024/3/18 16:16:14,51.48,30.13,699.75,2665.69,4179.69,34.96,35.45,2594,886
1776000,1710778576, 2024/3/18 16:16:16,51.48,30.14,699.94,2665.87,4091.8,34.96,35.45,2594,887
1777999,1710778578, 2024/3/18 16:16:18,51.46,30.13,699.75,2665.31,4194.34,34.96,35.45,2594,888
1779999,1710778580, 2024/3/18 16:16:20,51.46,30.12,699.94,2665.5,4194.34,34.96,35.45,2594,889
1781999,1710778582, 2024/3/18 16:16:22,51.45,30.16,700.13,2665.31,4194.34,34.96,35.45,2594,890
1783999,1710778584, 2024/3/18 16:16:24,51.49,30.13,701.06,2665.69,4179.69,34.92,35.48,2598,891
1785999,1710778586, 2024/3/18 16:16:26,51.48,30.15,701.25,2666.25,4179.69,34.92,35.48,2598,892
1787999,1710778588, 2024/3/18 16:16:28,51.47,30.16,701.63,2666.25,4179.69,34.92,35.48,2598,893
1790000,1710778590, 2024/3/18 16:16:30,51.47,30.17,701.81,2666.25,4179.69,34.92,35.48,2598,894
1791998,1710778592, 2024/3/18 16:16:32,51.46,30.14,702,2666.06,4179.69,34.92,35.48,2598,895
1793998,1710778594, 2024/3/18 16:16:34,51.49,30.16,702.38,2666.06,4179.69,34.92,35.48,2598,896
1795999,1710778596, 2024/3/18 16:16:36,51.43,30.15,702.56,2666.25,4179.69,34.92,35.48,2598,897
1797998,1710778598, 2024/3/18 16:16:38,51.44,30.18,702.38,2665.69,4194.34,34.92,35.48,2598,898
1799999,1710778600, 2024/3/18 16:16:40,51.46,30.18,702.75,2665.69,4194.34,34.92,35.48,2598,899
1801999,1710778602, 2024/3/18 16:16:42,51.42,30.18,702.94,2665.69,4194.34,34.92,35.48,2598,900
1803999,1710778604, 2024/3/18 16:16:44,51.43,30.17,703.88,2666.44,4179.69,34.87,35.51,2596,901
1806000,1710778606, 2024/3/18 16:16:46,51.43,30.18,704.06,2666.62,4179.69,34.87,35.51,2596,902
1807998,1710778608, 2024/3/18 16:16:48,51.39,30.18,704.63,2666.44,4179.69,34.87,35.51,2596,903
1809998,1710778610, 2024/3/18 16:16:50,51.44,30.18,704.63,2666.62,4179.69,34.87,35.51,2596,904
1811999,1710778612, 2024/3/18 16:16:52,51.42,30.18,705,2666.62,4179.69,34.87,35.51,2596,905
1813999,1710778614, 2024/3/18 16:16:54,51.39,30.18,705,2666.44,4179.69,34.87,35.51,2596,906
1816000,1710778616, 2024/3/18 16:16:56,51.44,30.19,705.38,2666.62,4091.8,34.87,35.51,2596,907
1817999,1710778618, 2024/3/18 16:16:58,51.42,30.21,705.19,2666.44,4194.34,34.87,35.51,2596,908
1819999,1710778620, 2024/3/18 16:17:0,51.41,30.19,705.38,2666.06,4194.34,34.87,35.51,2596,909
1822000,1710778622, 2024/3/18 16:17:2,51.4,30.21,705.75,2666.44,4194.34,34.87,35.51,2596,910
1824000,1710778624, 2024/3/18 16:17:4,51.42,30.2,706.5,2666.81,4179.69,34.83,35.54,2599,911
1825999,1710778626, 2024/3/18 16:17:6,51.38,30.2,706.88,2666.81,4179.69,34.83,35.54,2599,912
1827998,1710778628, 2024/3/18 16:17:8,51.39,30.2,707.06,2666.81,4179.69,34.83,35.54,2599,913
1829999,1710778630, 2024/3/18 16:17:10,51.39,30.21,707.44,2667,4179.69,34.83,35.54,2599,914
1831999,1710778632, 2024/3/18 16:17:12,51.38,30.22,707.63,2667,4179.69,34.83,35.54,2599,915
1834000,1710778634, 2024/3/18 16:17:14,51.37,30.22,708,2667,4179.69,34.83,35.54,2599,916
1835999,1710778636, 2024/3/18 16:17:16,51.38,30.23,708,2667,4179.69,34.83,35.54,2599,917
1837999,1710778638, 2024/3/18 16:17:18,51.37,30.24,708,2666.62,4194.34,34.83,35.54,2599,918
1839998,1710778640, 2024/3/18 16:17:20,51.37,30.22,708.19,2666.44,4194.34,34.83,35.54,2599,919
1841999,1710778642, 2024/3/18 16:17:22,51.38,30.23,708.38,2666.62,4194.34,34.83,35.54,2599,920
1843999,1710778644, 2024/3/18 16:17:24,51.35,30.24,709.13,2667.19,4179.69,34.77,35.57,2599,921
1845999,1710778646, 2024/3/18 16:17:26,51.4,30.24,709.5,2667.19,4179.69,34.77,35.57,2599,922
1847999,1710778648, 2024/3/18 16:17:28,51.33,30.24,709.88,2667.37,4179.69,34.77,35.57,2599,923
1849999,1710778650, 2024/3/18 16:17:30,51.34,30.23,710.06,2667.19,4184.57,34.77,35.57,2599,924
1851999,1710778652, 2024/3/18 16:17:32,51.32,30.23,710.44,2667.37,4179.69,34.77,35.57,2599,925
1853999,1710778654, 2024/3/18 16:17:34,51.32,30.24,710.63,2667,4179.69,34.77,35.57,2599,926
1855998,1710778656, 2024/3/18 16:17:36,51.36,30.24,710.81,2667.56,4179.69,34.77,35.57,2599,927
1857999,1710778658, 2024/3/18 16:17:38,51.36,30.27,710.63,2667,4194.34,34.77,35.57,2599,928
1859999,1710778660, 2024/3/18 16:17:40,51.33,30.26,711,2667,4194.34,34.77,35.57,2599,929
1861999,1710778662, 2024/3/18 16:17:42,51.33,30.27,711.19,2667,4194.34,34.77,35.57,2599,930
1863999,1710778664, 2024/3/18 16:17:44,51.33,30.24,712.13,2667.56,4179.69,34.72,35.61,2596,931
1865999,1710778666, 2024/3/18 16:17:46,51.29,30.28,712.31,2667.56,4179.69,34.72,35.61,2596,932
1867999,1710778668, 2024/3/18 16:17:48,51.32,30.27,712.5,2667.56,4179.69,34.72,35.61,2596,933
1869999,1710778670, 2024/3/18 16:17:50,51.28,30.25,712.88,2667.75,4179.69,34.72,35.61,2596,934
1872000,1710778672, 2024/3/18 16:17:52,51.3,30.29,713.25,2667.56,4179.69,34.72,35.61,2596,935
1873999,1710778674, 2024/3/18 16:17:54,51.31,30.27,713.44,2667.75,4179.69,34.72,35.61,2596,936
1876000,1710778676, 2024/3/18 16:17:56,51.3,30.29,713.81,2667.56,4179.69,34.72,35.61,2596,937
1877999,1710778678, 2024/3/18 16:17:58,51.28,30.3,713.44,2667.37,4194.34,34.72,35.61,2596,938
1879999,1710778680, 2024/3/18 16:18:0,51.27,30.27,713.63,2667.37,4194.34,34.72,35.61,2596,939
1881999,1710778682, 2024/3/18 16:18:2,51.28,30.28,714,2667.19,4194.34,34.72,35.61,2596,940
1883999,1710778684, 2024/3/18 16:18:4,51.24,30.28,714.75,2667.94,4179.69,34.68,35.64,2602,941
1885999,1710778686, 2024/3/18 16:18:6,51.27,30.29,715.13,2667.94,4179.69,34.68,35.64,2602,942
1887998,1710778688, 2024/3/18 16:18:8,51.27,30.28,715.5,2668.12,4179.69,34.68,35.64,2602,943
1889999,1710778690, 2024/3/18 16:18:10,51.3,30.28,715.5,2667.94,4179.69,34.68,35.64,2602,944
1892000,1710778692, 2024/3/18 16:18:12,51.21,30.29,716.06,2668.31,4179.69,34.68,35.64,2602,945
1893999,1710778694, 2024/3/18 16:18:14,51.26,30.31,716.06,2668.12,4179.69,34.68,35.64,2602,946
1895999,1710778696, 2024/3/18 16:18:16,51.26,30.28,716.44,2668.31,4179.69,34.68,35.64,2602,947
1897999,1710778698, 2024/3/18 16:18:18,51.27,30.32,716.06,2667.75,4194.34,34.68,35.64,2602,948
1900000,1710778700, 2024/3/18 16:18:20,51.22,30.31,716.25,2667.56,4194.34,34.68,35.64,2602,949
1901999,1710778702, 2024/3/18 16:18:22,51.27,30.32,716.44,2667.94,4194.34,34.68,35.64,2602,950
1904000,1710778704, 2024/3/18 16:18:24,51.25,30.3,717.38,2668.5,4179.69,34.62,35.66,2602,951
1905998,1710778706, 2024/3/18 16:18:26,51.25,30.33,717.56,2668.5,4179.69,34.62,35.66,2602,952
1907999,1710778708, 2024/3/18 16:18:28,51.24,30.33,717.94,2668.5,4179.69,34.62,35.66,2602,953
1909999,1710778710, 2024/3/18 16:18:30,51.23,30.32,718.31,2668.31,4184.57,34.62,35.66,2602,954
1911999,1710778712, 2024/3/18 16:18:32,51.22,30.3,718.5,2668.5,4179.69,34.62,35.66,2602,955
1913999,1710778714, 2024/3/18 16:18:34,51.23,30.33,718.69,2668.5,4179.69,34.62,35.66,2602,956
1915999,1710778716, 2024/3/18 16:18:36,51.21,30.34,719.06,2668.69,4179.69,34.62,35.66,2602,957
1918000,1710778718, 2024/3/18 16:18:38,51.25,30.35,718.88,2667.94,4194.34,34.62,35.66,2602,958
1920000,1710778720, 2024/3/18 16:18:40,51.18,30.34,718.88,2668.12,4194.34,34.62,35.66,2602,959
1921999,1710778722, 2024/3/18 16:18:42,51.18,30.34,719.44,2668.12,4194.34,34.62,35.66,2602,960
1923998,1710778724, 2024/3/18 16:18:44,51.21,30.33,720.19,2668.69,4179.69,34.58,35.71,2603,961
1925999,1710778726, 2024/3/18 16:18:46,51.23,30.32,720.56,2668.87,4179.69,34.58,35.71,2603,962
1928000,1710778728, 2024/3/18 16:18:48,51.19,30.34,720.56,2668.87,4179.69,34.58,35.71,2603,963
1929999,1710778730, 2024/3/18 16:18:50,51.19,30.37,720.94,2668.87,4179.69,34.58,35.71,2603,964
1931999,1710778732, 2024/3/18 16:18:52,51.17,30.36,721.31,2668.69,4179.69,34.58,35.71,2603,965
1933999,1710778734, 2024/3/18 16:18:54,51.19,30.34,721.69,2668.87,4179.69,34.58,35.71,2603,966
1935998,1710778736, 2024/3/18 16:18:56,51.17,30.37,721.88,2668.87,4179.69,34.58,35.71,2603,967
1937999,1710778738, 2024/3/18 16:18:58,51.19,30.35,721.5,2668.5,4194.34,34.58,35.71,2603,968
